RMS,Peak,Crest_Factor,Kurtosis,Skewness,Spectral_Energy,Max_FFT,Dominant_Freq,Label
0.06692477927835645,0.20423446153846153,3.051701682705604,-0.1802250438010553,-0.27795490371864806,9527.271461447968,40.18785250489995,4265.625,0.0
0.06371422885072042,0.20444307692307692,3.2087507078219195,-0.016090303029067776,-0.2723655206919202,8706.497848216944,34.22489987747126,4265.625,0.0
0.06397243375023971,0.21132738461538458,3.3034132395282323,-0.19360704610542712,-0.21051940062189,8827.86036666353,35.61288974449844,4148.4375,0.0
0.06527952490075085,0.2008966153846154,3.077482804754675,0.10603251343755993,-0.09658415800491012,9210.254445946293,36.35935228778716,351.5625,0.0
0.064786862267186,0.22780799999999998,3.516268453633428,-0.0319156230354074,-0.2256579808598046,9120.218794608423,35.44564428713034,4265.625,0.0
0.06704966696077092,0.21237046153846154,3.1673604234710693,-0.11845655040875158,-0.03629712395458218,9775.171411697725,34.52572595667293,4265.625,0.0
0.06288576297845333,0.21153599999999997,3.363813842450778,0.1369804643898771,-0.3061033110442138,8568.990646432178,31.343396924389342,351.5625,0.0
0.06745257118787129,0.21049292307692305,3.1206063663703896,-0.15333195881530326,-0.09873736079267638,9763.572917514963,40.78716863889099,351.5625,0.0
0.06641343135548951,0.18483323076923078,2.783070035635993,-0.3511541452135454,-0.15696386400518983,9488.933997153867,34.50187315402327,4265.625,0.0
0.06798860136337563,0.22342707692307692,3.2862431708064745,-0.1044764264022926,-0.23882457457064077,9916.615097016313,35.78566553460197,4265.625,0.0
0.06386862053813548,0.19693292307692306,3.0834065526644006,-0.342558362839092,-0.17654173803011045,8804.884525361545,32.830094453548256,351.5625,0.0
0.06606592031868143,0.22113230769230768,3.34714640506988,-0.11559852728922637,-0.20080351833917562,9350.027491509034,36.15443474865229,4265.625,0.0
0.06542608261775602,0.23844738461538462,3.644530974114477,0.06514741125001366,-0.2747383720812261,9144.683947834332,35.672253250416986,4265.625,0.0
0.06842705623187977,0.22300984615384614,3.2590887060540705,-0.15625741246617375,-0.12245359472291058,10035.75196632333,38.23867304555762,4265.625,0.0
0.06609400640265008,0.19025723076923076,2.878585232224662,-0.3665883872646658,-0.13626775407191077,9344.553960897996,39.14272688689347,4265.625,0.0
0.0647607845113886,0.20193969230769232,3.118240364617262,-0.18085392152028312,-0.17428294660831375,9005.32843661074,34.32020693137327,4265.625,0.0
0.06368457005164521,0.25138153846153843,3.947291129667355,0.2395101691070396,-0.3781558857324531,8730.272761621596,31.802135690609006,4148.4375,0.0
0.0637621958040142,0.22718215384615387,3.562960010731805,0.06938038428936899,-0.08436063852218438,8707.187268636504,32.47875522675758,351.5625,0.0
0.06965850913913574,0.22718215384615387,3.2613697400899118,-0.13564234599425795,-0.06332545557551426,10382.527325394452,34.882785863687296,4148.4375,0.0
0.06508264103568569,0.23218892307692307,3.5676014276926895,-0.0755585503770444,-0.21661850125966067,9116.666841821605,34.28422572204689,4265.625,0.0
0.06519116094952969,0.19004861538461537,2.9152512797210193,-0.1469816595526039,-0.16319475711497716,9174.801005949183,33.35852285381978,351.5625,0.0
0.06747514750900142,0.23239753846153846,3.4441945966925944,-0.11694262266747035,-0.3079490453783116,9828.102858082138,36.99664391510469,351.5625,0.0
0.06814934565547369,0.21216184615384615,3.1131897762661134,-0.23767067820591947,-0.2656245980920476,10073.496315660524,35.235766561121736,4148.4375,0.0
0.06466414056831923,0.20423446153846153,3.1583882464606927,-0.14989233005286096,-0.19497202092710925,9086.067420018848,33.0610113486768,4265.625,0.0
0.06789792976876982,0.20027076923076922,2.949585796103099,-0.18979631257588325,-0.2817252212438453,10132.114601177065,35.62181550845478,351.5625,0.0
0.06417617408057298,0.20673784615384616,3.2214112030780684,-0.07860181004788958,-0.16826483559386193,9016.170637395238,35.58313852578409,351.5625,0.0
0.06399414399266194,0.20444307692307692,3.194715393747902,-0.09011607965365176,-0.06834671668255843,8842.342464040099,31.735056840302,4265.625,0.0
0.06486122524336012,0.2056947692307692,3.171305636904019,-0.03682557342964676,-0.1394996607204176,9107.575734218792,34.99472640997674,4265.625,0.0
0.06660607644873262,0.22154953846153846,3.326266164800556,-0.042792113020504896,-0.2589625085106275,9488.475944819902,34.11052206460813,351.5625,0.0
0.06302548573566955,0.1792006153846154,2.8433039950883874,-0.4045369124451321,-0.09861901075912008,8483.526523293896,33.00265226337568,351.5625,0.0
0.0623443725541902,0.20006215384615383,3.2089849596650972,-0.2777185042772272,-0.1638866618632805,8464.820086848287,33.750344794437396,4265.625,0.0
0.06731352942984568,0.20402584615384614,3.0309782874553077,-0.25381348815275917,-0.218090503345634,9650.43719099279,35.45268629606966,4148.4375,0.0
0.06736976814723694,0.2059033846153846,3.0563172514618397,-0.16794630025010093,-0.21552427486935863,9642.452803225684,42.36358481491303,351.5625,0.0
0.0676958754724654,0.26911384615384615,3.9753359311130474,0.16549189877799453,-0.3334949044188949,9771.940330920295,37.023258630291735,4265.625,0.0
0.06532460803558891,0.24053353846153847,3.682127542663487,-0.03426919978716514,-0.3093922375737391,9124.612591761303,33.84317341362327,4265.625,0.0
0.06702024731548333,0.20506892307692307,3.059805525807827,-0.20067970030215987,-0.08762705951459424,9648.825654261316,33.823566510089556,4148.4375,0.0
0.06977410505150557,0.24449723076923074,3.5041256435858084,0.20470561765300888,-0.2251223938569207,10464.618200256456,38.48291122904215,351.5625,0.0
0.06471743488380638,0.1867107692307692,2.8850149819131357,-0.40954152140081845,-0.17604157220164462,9002.786627239097,40.898634668735674,4265.625,0.0
0.06552876062241017,0.25138153846153843,3.836201632288594,-0.00612955071720922,-0.12484390714627988,9268.79893439188,38.644085392134194,4265.625,0.0
0.06750331196090728,0.21320492307692307,3.158436480870671,-0.26170144059618394,-0.10524199389320481,9766.933598237403,35.780258634887474,351.5625,0.0
0.06711212655859797,0.21445661538461538,3.1954972429217503,-0.09696719769759898,-0.06739000240433594,9663.988986048296,35.14772668263098,4265.625,0.0
0.06620822686871547,0.24324553846153843,3.673947332011638,0.11204243659176161,-0.208952879269675,9417.702371749509,36.47051614261118,4265.625,0.0
0.06286330926751207,0.18149538461538461,2.887143338939395,-0.29613453251790256,-0.11921465222856654,8441.949027211993,34.76907953301754,4265.625,0.0
0.06326151226525713,0.2090326153846154,3.3042620686672226,-0.2962318597572673,-0.15258809188722638,8578.576970161137,30.441882031077274,8414.0625,0.0
0.06592822605419973,0.200688,3.044037615012028,-0.08453056533625691,-0.24937951753290544,9331.595053710063,33.67424880106062,4265.625,0.0
0.06683581406444444,0.2157083076923077,3.2274359295499475,-0.07363665169040123,-0.16543950531581914,9563.66237200772,33.546637296342965,4265.625,0.0
0.06646388908837665,0.20256553846153844,3.0477533174772273,-0.19417958374889777,-0.19817043274361246,9486.453896980953,36.34366589853417,4265.625,0.0
0.0700868929002219,0.20944984615384615,2.9884310387682063,-0.3143182380194176,-0.20715551388271367,10562.396793696938,36.16197553279477,351.5625,0.0
0.06657505811261065,0.2415766153846154,3.6286354414590583,-0.035809019649024165,-0.00484263843059108,9482.109153387722,34.37742875790741,4265.625,0.0
0.06341729680899735,0.22154953846153846,3.49351911244041,0.1515223743828953,-0.30086995934066896,8709.674901316563,31.82044794135562,351.5625,0.0
0.06365289155892102,0.1881710769230769,2.95620626674743,-0.17996697635019254,-0.06590275006904689,8777.004921637155,37.03825355851271,4265.625,0.0
0.06785277895783116,0.20548615384615385,3.0284117614970265,-0.2971400681334342,-0.172281510235457,9957.978052776325,37.663598350723966,4265.625,0.0
0.06674115887430877,0.22968553846153844,3.441437672577681,-0.17822571594452752,-0.10056510597917247,9734.789322497814,34.40064927592057,4265.625,0.0
0.06587299898148355,0.21967199999999998,3.334780614159502,-0.15093110283688205,-0.12363928695459314,9523.656995902145,35.77693438499818,351.5625,0.0
0.06941028658532317,0.2059033846153846,2.9664678644177065,-0.21884383319447664,-0.17873707564296468,10412.477321570472,40.3515184413586,351.5625,0.0
0.06327503238026772,0.208824,3.3002590776250895,-0.08226956961228371,-0.18258605649394927,8756.281915697868,34.30328073268326,4265.625,0.0
0.06572308674012475,0.2290596923076923,3.485224198513618,-0.1140497348674896,-0.23636566153850744,9369.018055882374,31.910688209732275,4265.625,0.0
0.06783565645796892,0.19630707692307692,2.8938627142896314,-0.2505682724688838,-0.23079854399303104,9930.624462199985,38.66415912196132,351.5625,0.0
0.06626180100068571,0.19693292307692306,2.972043018795778,-0.23324446096064877,-0.04307056514906011,9486.931837605734,37.402995235553654,351.5625,0.0
